"Group.1"	"Group.2"	"Group.3"	"Group.4"	"Species"	"spp"	"Wing.length.1"	"Wing.length.2"	"Country"	"Location"	"Altitude"	"hemisphere"	"Latitude"	"Latitude_cor"	"Longitude"	"Geological.age"	"Origin"	"Period"	"wl"	"dup"	"Lat1_cor"	"Lat_un"
"80"	"Chironomidae"	"Chironominae"	"Chironomini"	"Stictochironomus"	"caffrarius"	"Stictochironomus caffrarius"	1724	1782	"Kenya"	"Barringo Lake"	"969"	"N"	"0.63"	0.63	36.05	"rec"	"ZSM"	"recent"	1724	"Stictochironomus caffrarius 1724 1782"	0.63	0.63
"81"	""	""	""	"Stictochironomus"	"Stictochironomus caffrarius"	"Stictochironomus caffrarius (Kieffer, 1921)"	1724	1782	"Kenya"	"Barringo Lake"	"969"	"N"	"0.631"	0.631	36.0554807	"rec"	"ZSM"	"recent"	1724	"Stictochironomus caffrarius (Kieffer, 1921) 1724 1782"	0.631	0.631
"82"	"Chironomidae"	"Tanypodinae"	"Pentaneurini"	"Conchapelopia"	""	"Conchapelopia longinervis"	5000	NA	"Afrotropics"	""	"3700"	"N"	"1.153400292"	1.153400292	34.54170188	"rec"	"Freeman, 1955."	"recent"	5000	"Conchapelopia longinervis 5000 NA"	1.153400292	1.153400292
"83"	"Chironomidae"	"Chironominae"	"Tanytarsini"	"Rheotanytarsus"	""	"Rheotanytarsus bufemoratus"	2220	NA	"Uganda"	""	"3116"	"N"	"1.153400292"	1.153400292	34.54170188	"rec"	"Kwatema Kyerematen, 1999"	"recent"	2220	"Rheotanytarsus bufemoratus 2220 NA"	1.153400292	1.153400292
"84"	"Chironomidae"	"Orthocladiinae"	"Orthocladiinae"	"Limnophyes"	""	"Limnophyes bubo"	2370	NA	"Afrotropics(Uganda)"	""	""	"N"	"1.153400292"	1.153400292	34.54170188	"rec"	"Saether, 1990"	"recent"	2370	"Limnophyes bubo 2370 NA"	1.153400292	1.153400292
"85"	"Chironomidae"	"Chironominae"	"Chironomini"	"Stenochironomus"	"fittkaui"	"Stenochironomus fittkaui"	1806	NA	"Brazil"	"Para"	"417"	"N"	"1.24"	1.24	-54.69	"rec"	"ZSM"	"recent"	1806	"Stenochironomus fittkaui 1806 NA"	1.24	1.24
"86"	"Chironomidae"	"Chironominae"	"Chironomini"	"Stenochironomus"	"fittkaui"	"Stenochironomus fittkaui"	1846	1872	"Brazil"	"Para"	"417"	"N"	"1.24"	1.24	-54.69	"rec"	"ZSM"	"recent"	1846	"Stenochironomus fittkaui 1846 1872"	1.24	1.24
"87"	"Chironomidae"	"Chironominae"	"Chironomini"	"Stenochironomus"	"fittkaui"	"Stenochironomus fittkaui"	1855	NA	"Brazil"	"Para"	"417"	"N"	"1.24"	1.24	-54.69	"rec"	"ZSM"	"recent"	1855	"Stenochironomus fittkaui 1855 NA"	1.24	1.24
"88"	"Chironomidae"	"Chironominae"	"Chironomini"	"Conochironomus"	""	"Conochironomus tobaterdecimus"	2500	NA	"Singapore"	""	""	"N"	"1.368846152"	1.368846152	103.8008608	"rec"	"http://doi.org/10.11646/zootaxa.4109.3.4"	"recent"	2500	"Conochironomus tobaterdecimus 2500 NA"	1.368846152	1.368846152
"89"	"Chironomidae"	"Chironominae"	"Chironomini"	"Conochironomus"	""	"Conochironomus tobaterdecimus"	2700	NA	"Singapore"	""	""	"N"	"1.368846152"	1.368846152	103.8008608	"rec"	"http://doi.org/10.11646/zootaxa.4109.3.5"	"recent"	2700	"Conochironomus tobaterdecimus 2700 NA"	1.368846152	1.368846152
"90"	"Chironomidae"	"Chironominae"	""	"Paratendipes"	"arboreus"	"Paratendipes arboreus"	951.8	NA	"Indonesien"	"Borneo"	"1071"	"N"	"1.43"	1.43	114.4551074	"rec"	"ZSM"	"recent"	951.8	"Paratendipes arboreus 951.8 NA"	1.43	1.43
"91"	"Chironomidae"	"Chironominae"	""	"Paratendipes"	"arboreus"	"Paratendipes arboreus"	1041.6	NA	"Indonesien"	"Borneo"	"1071"	"N"	"1.43"	1.43	114.4551074	"rec"	"ZSM"	"recent"	1041.6	"Paratendipes arboreus 1041.6 NA"	1.43	1.43
"92"	"Chironomidae"	"Chironominae"	""	"Paratendipes"	"arboreus"	"Paratendipes arboreus"	1056.6	NA	"Indonesien"	"Borneo"	"1071"	"N"	"1.43"	1.43	114.4551074	"rec"	"ZSM"	"recent"	1056.6	"Paratendipes arboreus 1056.6 NA"	1.43	1.43
"93"	"Chironomidae"	"Orthocladiinae"	""	"Cricotopus"	""	"Cricotopus verbekei"	2100	NA	"Afrotropics"	"Kongo, Pilipili"	""	"N"	"2.016710142"	2.016710142	30.03349123	"rec"	"Freeman 4(7):285-366 (1956)"	""	2100	"Cricotopus verbekei 2100 NA"	2.016710142	2.016710142
"94"	"Chironomidae"	"Tanypodinae"	"Pentaneurini"	"Ablabesmyia"	""	"Ablabesmyia tucuxi"	1800	NA	"Brazil"	""	""	"N"	"2.52"	2.52	-60.44	"rec"	"New species of Ablabesmyia Johannsen from the Neotropical region: first report of a sponge-dwelling Tanypodinae  Fusari, Oliveira, Hamada and Roque, 2012"	"recent"	1800	"Ablabesmyia tucuxi 1800 NA"	2.52	2.52
"95"	"Chironomidae"	"Chironominae"	"Chironomini"	"Cladopelma"	"amachaerus"	"Cladopelma amachaerus"	1630	1700	"USA"	"Winter Park"	"28"	"N"	"2.85"	2.85	-81.35	"rec"	"ZSM"	"recent"	1630	"Cladopelma amachaerus 1630 1700"	2.85	2.85
"96"	"Chironomidae"	"Orthocladiinae"	""	"Cricotopus"	""	"Cricotopus pictiventris"	2500	NA	"Afrotropics"	""	""	"N"	"2.938369"	2.938369	9.918594803	"rec"	"Freeman 4(7):285-366 (1956)"	""	2500	"Cricotopus pictiventris 2500 NA"	2.938369	2.938369
"97"	"Chironomidae"	"Orthocladiinae"	""	"\"Trichocladius\""	""	"\"Trichocladius\" albiclava"	2300	NA	"Afrotropics"	""	""	"N"	"2.938369"	2.938369	9.918594803	"rec"	"Freeman 4(7):285-366 (1956)"	""	2300	"\"Trichocladius\" albiclava 2300 NA"	2.938369	2.938369
"98"	"Chironomidae"	"Chironominae"	""	"Parachironomus"	""	"Parachironomus camajura"	1170	NA	"Braz"	""	""	"N"	"3.271992855"	3.271992855	-73.08775321	"rec"	"Spies, Fittkau & Reiss, 1994"	"recent"	1170	"Parachironomus camajura 1170 NA"	3.271992855	3.271992855
"99"	"Chironomidae"	"Chironominae"	""	"Parachironomus"	""	"Parachironomus cayapo"	1250	NA	"Neotropics (northet)"	""	""	"N"	"3.271992855"	3.271992855	-73.08775321	"rec"	"Spies, Fittkau & Reiss, 1994"	"recent"	1250	"Parachironomus cayapo 1250 NA"	3.271992855	3.271992855
"100"	"Chironomidae"	"Chironominae"	"Chironomini"	"Chironomus"	"columbiensis"	"Chironomus columbiensis"	2650	NA	" Colombia"	"Cali"	"960"	"N"	"3.42"	3.42	-76.58	"rec"	"ZSM"	"recent"	2650	"Chironomus columbiensis 2650 NA"	3.42	3.42
"101"	"Chironomidae"	"Chironominae"	"Chironomini"	"Chironomus"	"columbiensis"	"Chironomus columbiensis"	2920	NA	" Colombia"	"Cali"	"960"	"N"	"3.42"	3.42	-76.58	"rec"	"ZSM"	"recent"	2920	"Chironomus columbiensis 2920 NA"	3.42	3.42
"102"	"Chironomidae"	"Chironominae"	"Chironomini"	"Chironomus"	"calligraphus"	"Chironomus calligraphus"	3070	3110	" Colombia"	"Cali"	"960"	"N"	"3.42"	3.42	-76.58	"rec"	"ZSM"	"recent"	3070	"Chironomus calligraphus 3070 3110"	3.42	3.42
"103"	"Chironomidae"	"Chironominae"	"Chironomini"	"Chironomus"	"calligraphus"	"Chironomus calligraphus"	3200	3240	" Colombia"	"Cali"	"960"	"N"	"3.42"	3.42	-76.58	"rec"	"ZSM"	"recent"	3200	"Chironomus calligraphus 3200 3240"	3.42	3.42
"108"	"Chironomidae"	"Chironominae"	""	"Rheotanytarsus"	""	"Rheotanytarsus pandamensis"	740	NA	"Malaysia"	""	""	"N"	"3.78"	3.78	103.2766454	"rec"	"Kwatema Kyerematen, 1999"	"recent"	740	"Rheotanytarsus pandamensis 740 NA"	3.78	3.78
"109"	"Chironomidae"	"Chironominae"	""	"Rheotanytarsus"	""	"Rheotanytarsus kuantanensis"	780	NA	"Malaysia"	""	""	"N"	"3.78"	3.78	103.2766454	"rec"	"Kwatema Kyerematen, 1999"	"recent"	780	"Rheotanytarsus kuantanensis 780 NA"	3.78	3.78
"110"	"Chironomidae"	"Chironominae"	"Tanytarsini"	"Rheotanytarsus"	""	"Rheotanytarsus phaselus"	1110	NA	"Malaysia"	""	""	"N"	"3.78"	3.78	103.2766454	"rec"	"Kwatema Kyerematen, 1999"	"recent"	1110	"Rheotanytarsus phaselus 1110 NA"	3.78	3.78
"111"	"Chironomidae"	"Chironominae"	"Chironomini"	"Chironomus"	"gigas"	"Chironomus gigas"	4560	4690	" Colombia"	"Laguna Mozambique"	"180"	"N"	"3.95"	3.95	-73.16	"rec"	"ZSM"	"recent"	4560	"Chironomus gigas 4560 4690"	3.95	3.95
"113"	"Chironomidae"	"Chironominae"	"Chironomini"	"Goeldichironomus"	"carus"	"Goeldichironomus carus"	3000	3050	" Colombia"	"Arbelaez"	"1300"	"N"	"4.26"	4.26	-74.41	"rec"	"ZSM"	"recent"	3000	"Goeldichironomus carus 3000 3050"	4.26	4.26
"114"	""	""	""	"Rheocricotopus"	" Rheocricotopus capensis"	" Rheocricotopus capensis (Freeman, 1953)"	1585	0	"Zaire, Congo"	"Ost, Zaire"	"526"	"N"	"4.484564213"	4.484564213	26.7802524	"rec"	"ZSM"	"recent"	1585	" Rheocricotopus capensis (Freeman, 1953) 1585 0"	4.484564213	4.484564213
"115"	"Chironomidae"	"Chironominae"	"Chironomini"	"Nilothauma"	""	"Nilothauma duminola"	790	NA	"Gahna"	""	""	"N"	"5.26"	5.26	-2.578464291	"rec"	"Adam & Saether, 1999"	"recent"	790	"Nilothauma duminola 790 NA"	5.26	5.26
"116"	"Chironomidae"	"Chironominae"	"Chironomini"	"Nilothauma"	""	"Nilothauma fuscina"	910	NA	"Gahna"	""	""	"N"	"5.26"	5.26	-2.578464291	"rec"	"Adam & Saether, 1999"	"recent"	910	"Nilothauma fuscina 910 NA"	5.26	5.26
"117"	"Chironomidae"	"Chironominae"	"Chironomini"	"Nilothauma"	""	"Nilothauma insolitum"	790	NA	"Ghana"	""	""	"N"	"5.26"	5.26	-2.578464291	"rec"	"Adam & Saether, 2000"	"recent"	790	"Nilothauma insolitum 790 NA"	5.26	5.26
"118"	"Chironomidae"	"Chironominae"	"Chironomini"	"Nilothauma"	""	"Nilothauma ankasene"	910	NA	"Ghana"	""	""	"N"	"5.26"	5.26	-2.578464291	"rec"	"Adam & Saether, 2000"	"recent"	910	"Nilothauma ankasene 910 NA"	5.26	5.26
"119"	"Chironomidae"	"Chironominae"	"Chironomini"	"Nilothauma"	""	"Nilothauma kakumense"	760	NA	"Ghana"	""	""	"N"	"5.26"	5.26	-2.578464291	"rec"	"Adam & Saether, 2000"	"recent"	760	"Nilothauma kakumense 760 NA"	5.26	5.26
"120"	"Chironomidae"	"Chironominae"	"Tanytarsini"	"Tanytarsus"	""	"Tanytarsus ankasaensis "	1250	NA	"Ghana"	""	""	"N"	"5.26"	5.26	-2.578464291	"rec"	"Ekrem, 2001."	"recent"	1250	"Tanytarsus ankasaensis  1250 NA"	5.26	5.26
"121"	"Chironomidae"	"Chironominae"	"Chironomini"	"Stenochironomus"	""	"Stenochironomus notater"	2000	NA	"Ghana"	""	""	"N"	"5.26"	5.26	-2.578464291	"rec"	"Kristoffersen, 1997"	"recent"	2000	"Stenochironomus notater 2000 NA"	5.26	5.26
"122"	"Chironomidae"	"Chironominae"	"Tanytarsini"	"Rheotanytarsus"	""	"Rheotanytarsus buculicaudus"	850	NA	"Ghana"	""	""	"N"	"5.26"	5.26	-2.578464291	"rec"	"Kwatema Kyerematen, 1999"	"recent"	850	"Rheotanytarsus buculicaudus 850 NA"	5.26	5.26
"123"	"Chironomidae"	"Chironominae"	"Tanytarsini"	"Rheotanytarsus"	""	"Rheotanytarsus atrius"	930	NA	"Ghana"	""	""	"N"	"5.26"	5.26	-2.578464291	"rec"	"Kwatema Kyerematen, 1999"	"recent"	930	"Rheotanytarsus atrius 930 NA"	5.26	5.26
"124"	"Chironomidae"	"Orthocladiinae"	""	"Pseudosmittia"	""	"Pseudosmittia propetropis"	660	NA	""	""	""	"N"	"5.26"	5.26	-2.578464291	"rec"	"Saether and Ferrington, 2196"	"recent"	660	"Pseudosmittia propetropis 660 NA"	5.26	5.26
"125"	"Chironomidae"	"Chironominae"	""	"Polypedilum"	""	"Polypedilum chelum"	900	NA	"Ghana"	""	""	"N"	"5.26"	5.26	-2.578464291	"rec"	"Vardal,1997"	"recent"	900	"Polypedilum chelum 900 NA"	5.26	5.26
"126"	"Chironomidae"	"Chironominae"	""	"Polypedilum"	""	"Polypedilum spinalveum"	1250	NA	"Ghana"	""	""	"N"	"5.26"	5.26	-2.578464291	"rec"	"Vardal,1997"	"recent"	1250	"Polypedilum spinalveum 1250 NA"	5.26	5.26
"127"	"Chironomidae"	"Chironominae"	"Chironomini"	"Microtendipes"	"bifasciatus"	"Microtendipes bifasciatus"	1885	NA	"Ivory Coast"	"Abidjan"	"54"	"N"	"5.36"	5.36	-4.03	"rec"	"ZSM"	"recent"	1885	"Microtendipes bifasciatus 1885 NA"	5.36	5.36
"128"	"Chironomidae"	"Chironominae"	"Chironomini"	"Microtendipes"	"bifasciatus"	"Microtendipes bifasciatus"	2406	NA	"Ivory Coast"	"Abidjan"	"54"	"N"	"5.36"	5.36	-4.03	"rec"	"ZSM"	"recent"	2406	"Microtendipes bifasciatus 2406 NA"	5.36	5.36
"129"	"Chironomidae"	"Orthocladiinae"	"Orthocladiinae"	"Cricotopus"	"flavozonatus"	"Cricotopus flavozonatus"	1650	1760	" Cameroon"	"Cross River"	"150"	"N"	"5.56"	5.56	8.52	"rec"	"ZSM"	"recent"	1650	"Cricotopus flavozonatus 1650 1760"	5.56	5.56
"130"	"Chironomidae"	"Chironominae"	""	"Paratendipes"	"reidi"	"Paratendipes reidi"	935.7	NA	"Malaysia"	"Sabah"	"746"	"N"	"5.59"	5.59	116.8980943	"rec"	"ZSM"	"recent"	935.7	"Paratendipes reidi 935.7 NA"	5.59	5.59
"131"	"Chironomidae"	"Chironominae"	""	"Paratendipes"	"reidi"	"Paratendipes reidi"	945.7	NA	"Malaysia"	"Sabah"	"746"	"N"	"5.59"	5.59	116.8980943	"rec"	"ZSM"	"recent"	945.7	"Paratendipes reidi 945.7 NA"	5.59	5.59
"132"	"Chironomidae"	"Orthocladiinae"	""	"Pseudosmittia"	""	"Pseudosmittia unniae"	810	NA	"Ghana"	""	""	"N"	"5.67"	5.67	-0.184222631	"rec"	"A revision of the genera Pseudosmittia Edwards, 1932, Allocladius Kieffer, 1913, and Hydrosmittia gen. n. (Diptera: Chironomidae, Orthocladiinae)  Ferrington and Saether, 2011"	"recent"	810	"Pseudosmittia unniae 810 NA"	5.67	5.67
"133"	"Chironomidae"	"Orthocladiinae"	""	"Pseudosmittia"	""	"Pseudosmittia topei Lehmann"	870	NA	"Ghana"	""	""	"N"	"5.67"	5.67	-0.184222631	"rec"	"Saether and Ferrington, 2116"	"recent"	870	"Pseudosmittia topei Lehmann 870 NA"	5.67	5.67
"134"	"Chironomidae"	"Orthocladiinae"	""	"Pseudosmittia"	""	"Pseudosmittia legonensis"	810	NA	"Ghana"	"Accra"	""	"N"	"5.67"	5.67	-0.184222631	"rec"	"Saether and Ferrington, 2119"	"recent"	810	"Pseudosmittia legonensis 810 NA"	5.67	5.67
"135"	"Chironomidae"	"Chironominae"	"Chironomini"	"Nilothauma"	""	"Nilothauma burmeisteri"	1330	NA	"Ghana. Congo"	""	""	"N"	"5.87"	5.87	-0.184222631	"rec"	"Adam & Saether, 1999"	"recent"	1330	"Nilothauma burmeisteri 1330 NA"	5.87	5.87
"136"	"Chironomidae"	"Chironominae"	"Chironomini"	"Nilothauma"	"pictipenne"	"Nilothauma pictipenne"	725	NA	"Togo"	"Lome"	"0"	"N"	"6.09"	6.09	1.21	"rec"	"ZSM"	"recent"	725	"Nilothauma pictipenne 725 NA"	6.09	6.09
"137"	"Chironomidae"	"Chironominae"	"Chironomini"	"Nilothauma"	"pictipenne"	"Nilothauma pictipenne"	731	NA	"Togo"	"Lome"	"0"	"N"	"6.09"	6.09	1.21	"rec"	"ZSM"	"recent"	731	"Nilothauma pictipenne 731 NA"	6.09	6.09
"138"	"Chironomidae"	"Chironominae"	"Chironomini"	"Nilothauma"	"pictipenne"	"Nilothauma pictipenne"	801	NA	"Togo"	"Lome"	"0"	"N"	"6.09"	6.09	1.21	"rec"	"ZSM"	"recent"	801	"Nilothauma pictipenne 801 NA"	6.09	6.09
"139"	"Chironomidae"	"Chironominae"	"Chironomini"	"Nilothauma"	"pictipenne"	"Nilothauma pictipenne"	902	NA	"Togo"	"Lome"	"0"	"N"	"6.09"	6.09	1.21	"rec"	"ZSM"	"recent"	902	"Nilothauma pictipenne 902 NA"	6.09	6.09
"140"	"Chironomidae"	"Chironominae"	"Tanytarsini"	"Cladotanytarsus"	"capensis"	"Cladotanytarsus capensis"	860	NA	"Togo"	"Lome"	"0"	"N"	"6.12"	6.12	1.25	"rec"	"ZSM"	"recent"	860	"Cladotanytarsus capensis 860 NA"	6.12	6.12
"141"	"Chironomidae"	"Chironominae"	"Tanytarsini"	"Cladotanytarsus"	"capensis"	"Cladotanytarsus capensis"	1087	NA	"Togo"	"Lome"	"0"	"N"	"6.12"	6.12	1.25	"rec"	"ZSM"	"recent"	1087	"Cladotanytarsus capensis 1087 NA"	6.12	6.12
"142"	"Chironomidae"	"Chironominae"	"Tanytarsini"	"Cladotanytarsus"	"capensis"	"Cladotanytarsus capensis"	1155	NA	"Togo"	"Lome"	"0"	"N"	"6.12"	6.12	1.25	"rec"	"ZSM"	"recent"	1155	"Cladotanytarsus capensis 1155 NA"	6.12	6.12
"143"	"Chironomidae"	"Chironominae"	"Tanytarsini"	"Cladotanytarsus"	"capensis"	"Cladotanytarsus capensis"	1180	1150.3	"Togo"	"Lome"	"0"	"N"	"6.12"	6.12	1.25	"rec"	"ZSM"	"recent"	1180	"Cladotanytarsus capensis 1180 1150.3"	6.12	6.12
"144"	"Chironomidae"	"Chironominae"	""	"Polypedilum"	""	"Polypedilum ewei"	1140	NA	"Ghana"	""	""	"N"	"6.15"	6.15	-0.554343125	"rec"	"Kristoffersen, 2002"	"recent"	1140	"Polypedilum ewei 1140 NA"	6.15	6.15
"145"	"Chironomidae"	"Chironominae"	"Tanytarsini"	"Tanytarsus"	""	"Tanytarsus flexistilus"	1660	NA	"Western Africa"	""	""	"N"	"6.158838047"	6.158838047	0.058279071	"rec"	"A REVIEW OF AFROTROPICAL TANYTARSUS VAN DER VULP (DIPTERA: CHIRONOMIDAE) Ekrem, 2001"	"recent"	1660	"Tanytarsus flexistilus 1660 NA"	6.158838047	6.158838047
"146"	"Chironomidae"	"Chironominae"	""	"Polypedilum"	""	"Polypedilum akani"	1160	NA	"Ghana"	""	""	"N"	"6.16"	6.16	-0.554343125	"rec"	"Afrotropical Blackwell Science Ltd Polypedilum subgenus Tripodura,
with a review of the subgenus (Diptera: Chironomidae)
HEGE VÅRDAL, ALFRED BJØRLO & OLE A. SÆT"	"recent"	1160	"Polypedilum akani 1160 NA"	6.16	6.16
"147"	"Chironomidae"	"Chironominae"	"Tanytarsini"	"Rheotanytarsus"	""	"Rheotanytarsus digitatus"	1030	NA	"Ghana"	""	""	"N"	"6.16"	6.16	-0.554343125	"rec"	"Kwatema Kyerematen, 1999"	"recent"	1030	"Rheotanytarsus digitatus 1030 NA"	6.16	6.16
"148"	"Chironomidae"	"Chironominae"	"Tanytarsini"	"Rheotanytarsus"	""	"Rheotanytarsus remus"	1390	NA	"Ghana"	""	""	"N"	"6.16"	6.16	-0.554343125	"rec"	"Kwatema Kyerematen, 1999"	"recent"	1390	"Rheotanytarsus remus 1390 NA"	6.16	6.16
"149"	"Chironomidae"	"Chironominae"	""	"Polypedilum"	""	"Polypedilum allansoni"	1550	NA	"Ghana. SA. Tanzania"	""	""	"N"	"6.16"	6.16	-0.554343125	"rec"	"Vardal,1997"	"recent"	1550	"Polypedilum allansoni 1550 NA"	6.16	6.16
"150"	"Chironomidae"	"Chironominae"	"Chironomini"	"Nilothauma"	""	"Nilothauma fabellatum"	790	NA	"Ghana"	""	""	"N"	"6.19"	6.19	-0.554343125	"rec"	"Adam & Saether, 2000"	"recent"	790	"Nilothauma fabellatum 790 NA"	6.19	6.19
"151"	"Chironomidae"	"Chironominae"	""	"Parachironomus"	"dewulfianus"	"Parachironomus dewulfianus"	1519.2	NA	"Ethiopia"	"Lake Abaya"	"1175"	"N"	"6.29"	6.29	37.87243519	"rec"	"ZSM"	"recent"	1519.2	"Parachironomus dewulfianus 1519.2 NA"	6.29	6.29
"152"	"Chironomidae"	"Chironominae"	"Chironomini"	"Stictochironomus"	"caffrarius"	"Stictochironomus caffrarius"	1578	1568	"Ghana"	"Volta Lake"	"110"	"N"	"6.53"	6.53	-0.04	"rec"	"ZSM"	"recent"	1578	"Stictochironomus caffrarius 1578 1568"	6.53	6.53
"153"	"Chironomidae"	"Chironominae"	"Tanytarsini"	"Tanytarsus"	"spadiceonotatus"	"Tanytarsus spadiceonotatus"	1242	NA	"Ghana"	"Volta Stausee"	"75"	"N"	"6.53"	6.53	-0.01	"rec"	"ZSM"	"recent"	1242	"Tanytarsus spadiceonotatus 1242 NA"	6.53	6.53
"154"	""	""	""	"Stictochironomus"	"Stictochironomus caffrarius"	"Stictochironomus caffrarius (Kieffer, 1921)"	1578	1568	"Ghana"	"Volta Lake"	"110"	"N"	"6.534"	6.534	0.006201527	"rec"	"ZSM"	"recent"	1578	"Stictochironomus caffrarius (Kieffer, 1921) 1578 1568"	6.534	6.534
"155"	"Chironomidae"	"Tanypodinae"	""	"Procladius"	""	"Procladius polytomus"	1500	NA	"Afrotropics"	""	""	"N"	"6.556773561"	6.556773561	30.50304735	"rec"	"Freeman, 1955."	"recent"	1500	"Procladius polytomus 1500 NA"	6.556773561	6.556773561
"156"	"Chironomidae"	"Chironominae"	"Chironomini"	"Dicrotendipes"	"sudanicus"	"Dicrotendipes sudanicus"	1550	1630	" Cameroon"	"Adamaoua"	"1200"	"N"	"6.659353962"	6.659353962	13.54905179	"rec"	"ZSM"	"recent"	1550	"Dicrotendipes sudanicus 1550 1630"	6.659353962	6.659353962
"157"	"Chironomidae"	"Tanypodinae"	"Pentaneurini"	"Conchapelopia"	"trifascia"	"Conchapelopia trifascia"	1850	1960	" Cameroon"	"Adamaoua"	"1200"	"N"	"6.659353962"	6.659353962	13.54905179	"rec"	"ZSM"	"recent"	1850	"Conchapelopia trifascia 1850 1960"	6.659353962	6.659353962
"158"	"Chironomidae"	"Tanypodinae"	"Pentaneurini"	"Conchapelopia"	"trifascia"	"Conchapelopia trifascia"	2220	2360	" Cameroon"	"Adamaoua"	"1200"	"N"	"6.659353962"	6.659353962	13.54905179	"rec"	"ZSM"	"recent"	2220	"Conchapelopia trifascia 2220 2360"	6.659353962	6.659353962
"159"	"Chironomidae"	"Tanypodinae"	"Pentaneurini"	"Conchapelopia"	"trifascia"	"Conchapelopia trifascia"	2250	2400	" Cameroon"	"Adamaoua"	"1200"	"N"	"6.659353962"	6.659353962	13.54905179	"rec"	"ZSM"	"recent"	2250	"Conchapelopia trifascia 2250 2400"	6.659353962	6.659353962
"164"	"Chironomidae"	"Chironominae"	"Chironomini"	"Parachironomus"	"coronatus"	"Parachironomus coronatus"	1661	NA	"Camerun"	"Adamaua"	"1027"	"N"	"6.659353962"	6.659353962	13.54905179	"rec"	"ZSM"	"recent"	1661	"Parachironomus coronatus 1661 NA"	6.659353962	6.659353962
"165"	"Chironomidae"	"Chironominae"	"Chironomini"	"Parachironomus"	"coronatus"	"Parachironomus coronatus"	1885	1882.2	"Camerun"	"Adamaua"	"1027"	"N"	"6.659353962"	6.659353962	13.54905179	"rec"	"ZSM"	"recent"	1885	"Parachironomus coronatus 1885 1882.2"	6.659353962	6.659353962
"166"	"Chironomidae"	"Chironominae"	"Chironomini"	"Stenochironomus"	""	"Stenochironomus polychaetus"	2040	NA	"Ghana"	""	""	"N"	"6.69"	6.69	-1.491559002	"rec"	"Kristoffersen, 1997"	"recent"	2040	"Stenochironomus polychaetus 2040 NA"	6.69	6.69
"167"	"Chironomidae"	"Chironominae"	"Tanytarsini"	"Tanytarsus"	""	"Tanytarsus harei"	1015	NA	"Western Africa"	""	""	"N"	"6.769177528"	6.769177528	7.431285324	"rec"	"A REVIEW OF AFROTROPICAL TANYTARSUS VAN DER VULP (DIPTERA: CHIRONOMIDAE) Ekrem, 2001"	"recent"	1015	"Tanytarsus harei 1015 NA"	6.769177528	6.769177528
"168"	"Chironomidae"	"Chironominae"	"Tanytarsini"	"Tanytarsus"	""	"Tanytarsus elisabethae"	1330	NA	"Nigeria"	"Opi"	""	"N"	"6.77"	6.77	7.430019274	"rec"	"Ekrem, 2001."	"recent"	1330	"Tanytarsus elisabethae 1330 NA"	6.77	6.77
"169"	"Chironomidae"	"Chironominae"	""	"Parachironomus"	"coronatus"	"Parachironomus coronatus"	2064.9	NA	"Kamerun"	"Minim"	"915"	"N"	"6.85"	6.85	12.8693942	"rec"	"ZSM"	"recent"	2064.9	"Parachironomus coronatus 2064.9 NA"	6.85	6.85
"170"	"Chironomidae"	"Chironominae"	"Chironomini"	"Stictochironomus"	"festivus"	"Stictochironomus festivus"	1885	1890	"Cameroon"	"Minim"	"1082"	"N"	"6.91"	6.91	12.8	"rec"	"ZSM"	"recent"	1885	"Stictochironomus festivus 1885 1890"	6.91	6.91
"171"	"Chironomidae"	"Chironominae"	"Chironomini"	"Stictochironomus"	"festivus imperforatus"	"Stictochironomus festivus imperforatus"	2078	2034	"Cameroon"	"Minim"	"1082"	"N"	"6.91"	6.91	12.8	"rec"	"ZSM"	"recent"	2078	"Stictochironomus festivus imperforatus 2078 2034"	6.91	6.91
"172"	"Chironomidae"	"Chironominae"	"Chironomini"	"Stictochironomus"	"bisignatus"	"Stictochironomus bisignatus"	2235	2222	"Cameroon"	"Minim"	"1082"	"N"	"6.91"	6.91	12.81	"rec"	"ZSM"	"recent"	2235	"Stictochironomus bisignatus 2235 2222"	6.91	6.91
"173"	"Chironomidae"	"Orthocladiinae"	""	"Pseudosmittia"	""	"Pseudosmittia palauensis (Tokunaga)"	810	NA	""	""	""	"N"	"6.91"	6.91	134.1348432	"rec"	"Saether and Ferrington, 2127"	"recent"	810	"Pseudosmittia palauensis (Tokunaga) 810 NA"	6.91	6.91
"174"	""	""	""	"Stictochironomus"	"Stictochironomus festivus"	"Stictochironomus festivus (Kieffer, 1921)"	1885	1890	"Adamawa, Cameroon"	"Ca. 20 km S, Minim"	"1082"	"N"	"6.918"	6.918	12.8630491	"rec"	"ZSM"	"recent"	1885	"Stictochironomus festivus (Kieffer, 1921) 1885 1890"	6.918	6.918
"175"	""	""	""	"Stictochironomus"	"Stictochironomus festivus imperforatus"	"Stictochironomus festivus imperforatus (Kieffer, 1921)"	2078	2034	"Adamawa, Cameroon"	"Ca. 20 km S, Minim"	"1082"	"N"	"6.918"	6.918	12.8630491	"rec"	"ZSM"	"recent"	2078	"Stictochironomus festivus imperforatus (Kieffer, 1921) 2078 2034"	6.918	6.918
